Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
311,Brian Taylor,27,SDC,PG,20,,212,5.1,14.1,0.361,2.7,3.1,0.889,2.2,2.2,4.4,3.4,4.1,0,2.9,5.8,12.9,,taylobr01
312,Lars Hansen,24,SEA,C,15,,205,5.1,10,0.509,3.2,5.4,0.581,3.9,6.5,10.4,2.5,0.2,0.2,1.6,4.9,13.3,,hansela01
313,John Olive,23,SDC,SF,34,,189,2.5,7.6,0.325,3.4,4.4,0.783,0.6,3,3.6,0.6,0.8,0,2.5,6.1,8.4,,olivejo01
314,Ron Behagen,28,3TM,PF,15,5,165,6.1,13.5,0.452,2.2,2.8,0.769,2.8,6.3,9.2,1.5,0.9,0.2,2.4,7.9,14.4,,behagro01
315,Ron Behagen,28,DET,PF,1,,1,0,0,,0,0,,0,0,0,0,0,0,36,36,0,,behagro01
316,Ron Behagen,28,NYK,PF,5,5,38,4.7,11.4,0.417,1.9,1.9,1,1.9,8.5,10.4,1.9,1.9,0,3.8,7.6,11.4,,behagro01
317,Ron Behagen,28,KCK,PF,9,,126,6.6,14.3,0.46,2.3,3.1,0.727,3.1,5.7,8.9,1.4,0.6,0.3,1.7,7.7,15.4,,behagro01
318,Richard Washington,23,KCK,PF,18,,161,3.1,9.2,0.341,2.2,3.6,0.625,2.5,8.3,10.7,1.6,1.6,0.7,3.4,6.9,8.5,,washiri01
319,Essie Hollis,23,DET,SF,25,,154,7,17.5,0.4,2.1,2.8,0.75,4.9,5.6,10.5,1.4,2.6,0.2,3.3,6.5,16.1,,hollies01
320,Roger Phegley,22,WSB,SG,29,,153,6.6,18.4,0.359,5.6,6.8,0.828,1.2,4,5.2,3.5,1.2,0.5,4,4.9,18.8,,pheglro01
321,Jerome Whitehead,22,SDC,C,31,,152,3.6,8.1,0.441,1.9,4.3,0.444,3.8,8.1,11.8,1.7,0.7,0.9,2.6,6.9,9,,whiteje01
322,Willie Smith,25,POR,PG,13,,131,6.3,12.1,0.523,3.3,4.7,0.706,1.9,1.6,3.6,4.7,2.7,0.3,3.8,5.2,15.9,,smithwi02
323,Phil Hicks,26,DEN,SF,20,,128,5.1,12.1,0.419,0.8,1.4,0.6,3.7,4.2,7.9,2.3,1.4,0,3.7,5.6,11,,hicksph01
324,Sam Smith,24,MIL,SF,16,,125,5.5,13.5,0.404,5.2,6.9,0.75,0,2.6,2.6,4.6,2.3,2,2.3,3.5,16.1,,smithsa02
325,Otis Howard,22,2TM,PF,14,,113,7.6,17.8,0.429,3.5,7.3,0.478,5.7,7.3,13.1,1.6,0.6,0.6,2.2,7.6,18.8,,howarot01
326,Otis Howard,22,MIL,PF,3,,22,8.2,18,0.455,0,0,,8.2,3.3,11.5,1.6,0,0,3.3,13.1,16.4,,howarot01
327,Otis Howard,22,DET,PF,11,,91,7.5,17.8,0.422,4.4,9.1,0.478,5.1,8.3,13.5,1.6,0.8,0.8,2,6.3,19.4,,howarot01
328,Jacky Dorsey,24,HOU,SF,20,,108,8,14.3,0.558,2.7,5.3,0.5,4,3.7,7.7,0.7,0.3,0.7,2.7,8.3,18.7,,dorseja01
329,Jackie Robinson,23,SEA,SF,12,,105,6.5,14.1,0.463,2.7,5.1,0.533,3.1,3.4,6.5,4.5,1.7,0.3,3.8,3.1,15.8,,robinja01
330,Greg Bunch,22,NYK,SF,12,0,97,3.3,9.6,0.346,3.7,4.5,0.833,3.3,3,6.3,1.5,1.1,1.1,1.9,3.7,10.4,,bunchgr01
331,Geoff Crompton,23,DEN,C,20,,88,4.1,10.6,0.385,2.5,4.9,0.5,2.5,7,9.4,2,0,1.2,4.9,7.8,10.6,,crompge01
332,Butch Beard,31,NYK,PG,7,2,85,4.7,11,0.423,0,0,,0.4,3.8,4.2,8,3,0,4.2,5.5,9.3,,beardbu01
333,Keith Herron,22,ATL,SG,14,,81,6.2,21.3,0.292,5.3,5.8,0.923,1.8,2.7,4.4,1.3,2.7,0.9,2.2,4.9,17.8,,herroke01
334,Tony Robertson,23,GSW,SG,12,,74,7.3,19.5,0.375,2.9,4.4,0.667,2.9,1.9,4.9,1.9,3.9,0,3.9,4.9,17.5,,roberto01
335,Ray Epps,22,GSW,SF,13,,72,5,11.5,0.435,3,4,0.75,0,2.5,2.5,1,0.5,0,1,3.5,13,,eppsra01
336,Lloyd Neal,28,POR,PF,4,,48,3,8.2,0.364,0.7,0.7,1,1.5,5.3,6.8,0.7,0,0.7,4.5,5.2,6.8,,nealll01
337,Larry McNeill,28,DET,PF,11,,46,7,15.7,0.45,8.6,9.4,0.917,2.3,5.5,7.8,2.3,0,0,3.1,5.5,22.7,,mcneila01
338,Dennis Boyd,24,DET,PG,5,,40,2.7,10.8,0.25,0,0,,0,1.8,1.8,6.3,0,0,5.4,4.5,5.4,,boydde01
339,E.C. Coleman,28,HOU,PF,6,,39,4.6,6.5,0.714,0.9,0.9,1,0.9,5.5,6.5,0.9,1.8,0,0,10.2,10.2,,colemec01
340,Stan Pietkiewicz,22,SDC,SG,4,,32,1.1,9,0.125,2.3,2.3,1,0,6.8,6.8,3.4,1.1,0,1.1,5.6,4.5,,pietkst01
341,Bubbles Hawkins,24,DET,SG,4,,28,7.7,20.6,0.375,7.7,7.7,1,3.9,3.9,7.7,5.1,6.4,0,2.6,9,23.1,,hawkiro01
342,Gus Bailey,27,NOJ,SG,2,,9,8,28,0.286,0,0,,8,0,8,8,0,0,4,4,16,,bailegu01
343,Michael Cooper,22,LAL,SG,3,,7,15.4,30.9,0.5,0,0,,0,0,0,0,5.1,0,5.1,5.1,30.9,,coopemi01
344,Del Beshore,22,MIL,PG,1,,1,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,beshode01
